rsaeh, 1024, 1e-06, 316, 4182, 48.38019612969089, 0.000316, 0.0006370059157075966
dlpss, 1024, 1e-06, 316, 4176, 9.75892058169926, 0.000316, 0.0001284924543257069
dlpseh, 1024, 1e-06, 316, 4176, 14.367326639550111, 0.000316, 0.00018916980075407645
dlpseeh, 1024, 1e-06, 316, 4176, 14.367326639550111, 0.000316, 0.00018916980075407645
dlps, 1024, 1e-06, 316, 4182, 69.59902883060182, 0.000316, 0.0009163872129362573
dlpe, 1024, 1e-06, 316, 4185, 112.34849828537503, 0.000316, 0.0014792552274241046
rsaeh, 2048, 1e-06, 516, 8287, 479.6566284928437, 0.000516, 0.01031261751259614
dlpss, 2048, 1e-06, 316, 8278, 59.11624246037252, 0.000316, 0.0007783638590615715
dlpseh, 2048, 1e-06, 316, 8281, 92.49369588143529, 0.000316, 0.001217833662438898
dlpseeh, 2048, 1e-06, 316, 8281, 92.49369588143529, 0.000316, 0.001217833662438898
dlps, 2048, 1e-06, 516, 8287, 651.2292312305894, 0.000516, 0.014001428471457671
dlpe, 2048, 1e-06, 516, 8290, 977.9861482258507, 0.000516, 0.021026702186855786
rsaeh, 3072, 1e-06, 516, 12389, 1630.5709687829267, 0.000516, 0.035057275828832925
dlpss, 3072, 1e-06, 316, 12377, 185.6075755508864, 0.000316, 0.0024438330780866707
dlpseh, 3072, 1e-06, 316, 12380, 321.7874869094046, 0.000316, 0.004236868577640494
dlpseeh, 3072, 1e-06, 316, 12380, 321.7874869094046, 0.000316, 0.004236868577640494
dlps, 3072, 1e-06, 516, 12389, 2210.349091265461, 0.000516, 0.04752250546220741
dlpe, 3072, 1e-06, 516, 12392, 3347.4926870117115, 0.000516, 0.0719710927707518
rsaeh, 4096, 1e-06, 516, 16488, 3942.964337319883, 0.000516, 0.08477373325237747
dlpss, 4096, 1e-06, 316, 16476, 569.3463691268462, 0.000316, 0.0074963938601701405
dlpseh, 4096, 1e-06, 516, 16479, 569.8546314626523, 0.000516, 0.012251874576447023
dlpseeh, 4096, 1e-06, 516, 16479, 569.8546314626523, 0.000516, 0.012251874576447023
dlps, 4096, 1e-06, 516, 16488, 5371.268922143973, 0.000516, 0.11548228182609542
dlpe, 4096, 1e-06, 516, 16491, 8259.479377911424, 0.000516, 0.17757880662509562
rsaeh, 8192, 1e-06, 516, 32881, 41134.88503080835, 0.000516, 0.8844000281623794
dlpss, 8192, 1e-06, 516, 32869, 2039.655509696875, 0.000516, 0.04385259345848281
dlpseh, 8192, 1e-06, 516, 32872, 3051.7853860915534, 0.000516, 0.06561338580096839
dlpseeh, 8192, 1e-06, 516, 32872, 3051.7853860915534, 0.000516, 0.06561338580096839
dlps, 8192, 1e-06, 516, 32881, 61124.09680703729, 0.000516, 1.3141680813513017
dlpe, 8192, 1e-06, 516, 32881, 112580.13553426054, 0.000516, 2.4204729139866012
rsaeh, 12288, 1e-06, 764, 49271, 131528.4951067899, 0.000764, 4.186990427566145
dlpss, 12288, 1e-06, 516, 49256, 5674.198510269885, 0.000516, 0.12199526797080253
dlpseh, 12288, 1e-06, 516, 49259, 8650.43879077653, 0.000516, 0.1859844340016954
dlpseeh, 12288, 1e-06, 516, 49259, 8650.43879077653, 0.000516, 0.1859844340016954
dlps, 12288, 1e-06, 764, 49271, 176152.96709233065, 0.000764, 5.607536119105859
dlpe, 12288, 1e-06, 764, 49271, 265058.55821823614, 0.000764, 8.43769743661385
rsaeh, 16384, 1e-06, 764, 65655, 313754.1034202101, 0.000764, 9.987838958876688
dlpss, 16384, 1e-06, 516, 65643, 12052.572169319597, 0.000516, 0.2591303016403713
dlpseh, 16384, 1e-06, 516, 65646, 18899.81044221156, 0.000516, 0.40634592450754853
dlpseeh, 16384, 1e-06, 516, 65646, 18899.81044221156, 0.000516, 0.40634592450754853
dlps, 16384, 1e-06, 764, 65655, 420935.4243704682, 0.000764, 13.399777675793239
dlpe, 16384, 1e-06, 764, 65655, 636488.9145227455, 0.000764, 20.261563778974068
rsaeh, 20480, 1e-06, 764, 82039, 619755.680782851, 0.000764, 19.728889171587422
dlpss, 20480, 1e-06, 516, 82030, 22096.148488338138, 0.000516, 0.47506719249926993
dlpseh, 20480, 1e-06, 516, 82033, 36001.88150745524, 0.000516, 0.7740404524102876
dlpseeh, 20480, 1e-06, 516, 82033, 36001.88150745524, 0.000516, 0.7740404524102876
dlps, 20480, 1e-06, 764, 82039, 834425.5181923498, 0.000764, 26.56254566245647
dlpe, 20480, 1e-06, 764, 82039, 1271757.7728549438, 0.000764, 40.48428910254904
rsaeh, 24576, 1e-06, 764, 98423, 1089526.1729134552, 0.000764, 34.68324983774499
dlpss, 24576, 1e-06, 516, 98417, 38113.11145874682, 0.000516, 0.8194318963630566
dlpseh, 24576, 1e-06, 516, 98417, 65375.93600629144, 0.000516, 1.405582624135266
dlpseeh, 24576, 1e-06, 516, 98417, 65375.93600629144, 0.000516, 1.405582624135266
dlps, 24576, 1e-06, 764, 98423, 1475158.1021213513, 0.000764, 46.959199584196355
dlpe, 24576, 1e-06, 764, 98423, 2274861.655102213, 0.000764, 72.41642935408711
rsaeh, 28672, 1e-06, 764, 114807, 1772514.2747573839, 0.000764, 56.42503774644339
dlpss, 28672, 1e-06, 516, 114801, 61638.21723617315, 0.000516, 1.3252216705777227
dlpseh, 28672, 1e-06, 516, 114801, 112418.13498128076, 0.000516, 2.416989902097536
dlpseeh, 28672, 1e-06, 516, 114801, 112418.13498128076, 0.000516, 2.416989902097536
dlps, 28672, 1e-06, 764, 114807, 2419124.406050598, 0.000764, 77.0087935926107
dlpe, 28672, 1e-06, 764, 114807, 3791992.725570035, 0.000764, 120.71176843064612
rsaeh, 32768, 1e-06, 764, 131191, 2732731.9736277536, 0.000764, 86.99196782715016
dlpss, 32768, 1e-06, 516, 131185, 101681.25808837949, 0.000516, 2.1861470489001587
dlpseh, 32768, 1e-06, 764, 131188, 109369.06211238536, 0.000764, 3.481581810577601
dlpseeh, 32768, 1e-06, 764, 131188, 109369.06211238536, 0.000764, 3.481581810577601
dlps, 32768, 1e-06, 764, 131191, 3769815.170699541, 0.000764, 120.0057829339354
dlpe, 32768, 1e-06, 764, 131191, 6038773.354128879, 0.000764, 192.23428510643598
rsaeh, 40960, 1e-06, 764, 163959, 5860115.176153642, 0.000764, 186.54699977422428
dlpss, 40960, 1e-06, 764, 163959, 124866.08332913842, 0.000764, 3.97490365264424
dlpseh, 40960, 1e-06, 764, 163959, 186564.02085915327, 0.000764, 5.9389546640163795
dlpseeh, 40960, 1e-06, 764, 163959, 186564.02085915327, 0.000764, 5.9389546640163795
dlps, 40960, 1e-06, 764, 163959, 8339445.707589011, 0.000764, 265.47235502491685
dlpe, 40960, 1e-06, 764, 163959, 14220448.50467302, 0.000764, 452.68427739875784
rsaeh, 49152, 1e-06, 764, 196727, 11641384.22424286, 0.000764, 370.5840644717311
dlpss, 49152, 1e-06, 764, 196727, 194870.37315236274, 0.000764, 6.203373545350214
dlpseh, 49152, 1e-06, 764, 196727, 291691.3034115623, 0.000764, 9.285506491934733
dlpseeh, 49152, 1e-06, 764, 196727, 291691.3034115623, 0.000764, 9.285506491934733
dlps, 49152, 1e-06, 764, 196727, 17355056.329876546, 0.000764, 552.4692931677367
dlpe, 49152, 1e-06, 1060, 196727, 20503533.29696059, 0.00106, 905.5727206157593
rsaeh, 57344, 1e-06, 764, 229495, 22456180.046593197, 0.000764, 714.8550648165501
dlpss, 57344, 1e-06, 764, 229495, 281049.3362653891, 0.000764, 8.94673720444822
dlpseh, 57344, 1e-06, 764, 229495, 421516.0041554872, 0.000764, 13.418259465616343
dlpseeh, 57344, 1e-06, 764, 229495, 421516.0041554872, 0.000764, 13.418259465616343
dlps, 57344, 1e-06, 1060, 229495, 21694607.665553976, 0.00106, 958.1785052286339
dlpe, 57344, 1e-06, 1060, 229495, 32604047.282207802, 0.00106, 1440.0120882975114
rsaeh, 65536, 1e-06, 1060, 262263, 24269790.643699404, 0.00106, 1071.915753430057
dlpss, 65536, 1e-06, 764, 262263, 388183.63118051086, 0.000764, 12.35717892591293
dlpseh, 65536, 1e-06, 764, 262263, 583548.5606484503, 0.000764, 18.576295847309
dlpseeh, 65536, 1e-06, 764, 262263, 583548.5606484503, 0.000764, 18.576295847309
dlps, 65536, 1e-06, 1060, 262263, 32418131.86444791, 0.00106, 1431.800824013116
dlpe, 65536, 1e-06, 1060, 262263, 48750330.59187136, 0.00106, 2153.1396011409847
